author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
"Ofuegbe, James Kayode",https://hdl.handle.net/2027.42/168107,Thesis,Engineering,Other,2021-01-01,en_US,Relation at the Fluid-Structure Interface and Residuary Force in Flow Induced Oscillations with Experimental Validation (VIV & Galloping),Dissertations and Theses (Ph.D. and Master's),No
"Farzaneh, Negar",https://hdl.handle.net/2027.42/168065,Thesis,Health Sciences,Other,2021-01-01,en_US,Automated Decision Support System for Traumatic Injuries,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168788,Archival Material,Other,Other,2021-01-01,Other,Undergraduate Dean's Group,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Henry Russel Lectureship Committee.,https://hdl.handle.net/2027.42/167176,Archival Material,Other,Other,2021-01-01,Other,"Rowena Matthews, March 11, 2003",Henry Russel Lectureship Committee (University of Michigan) records,No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167165,Archival Material,Other,Other,2021-01-01,Other,Disk 2 of 4,Dance Gallery Foundation records,No
"Lee, Suhak",https://hdl.handle.net/2027.42/168114,Thesis,Engineering,Other,2021-01-01,en_US,Electrode-Specific Degradation Diagnostics for Lithium-Ion Batteries with Practical Considerations,Dissertations and Theses (Ph.D. and Master's),No
"Sediek, Omar Ashraf",https://hdl.handle.net/2027.42/167910,Thesis,Engineering,Other,2021-01-01,en_US,Multiscale Simulation and Assessment of the Seismic Resilience of Communities,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. School of Music, Theatre & Dance.",https://hdl.handle.net/2027.42/167632,Archival Material,Other,Other,2021-01-01,Other,"U-M Organ Conference - Mobile Carillon, 2017","School of Music, Theatre and Dance (University of Michigan) Records and Publications",No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167570,Archival Material,Other,Other,2021-01-01,Other,"Disc 3 of 13, May 2002",Jack Kausch collection,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167327,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 2,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167566,Archival Material,Other,Other,2021-01-01,Other,"Letters, Biography, and List of Churches, October 26, 1999",Jack Kausch collection,No
"Lee, Haeun",https://hdl.handle.net/2027.42/168143,Thesis,Health Sciences,Other,2021-01-01,en_US,Understanding the Association of Savings and Internal Lending Communities (SILCs) Participation and Household Wealth and Access of Reproductive Health Services (RHSs) in Rural Zambia,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168787,Archival Material,Other,Other,2021-01-01,Other,Undergraduate Associate Dean,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168936,Archival Material,Other,Other,2021-01-01,Other,"Education Day Publicity, 2008",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167576,Archival Material,Other,Other,2021-01-01,Other,"Disc 11 of 13, May 2002",Jack Kausch collection,No
"Ochoa, Cosme",https://hdl.handle.net/2027.42/168060,Thesis,Engineering,Other,2021-01-01,en_US,Metalevel Motion Planning for Unmanned Aircraft Systems: Metrics Definition and Algorithm Selection,Dissertations and Theses (Ph.D. and Master's),No
National Association for the Advancement of Colored People. University of Michigan College Chapter.,https://hdl.handle.net/2027.42/166085,Archival Material,Other,Other,2021-01-01,Other,circa 2016-2018,National Association for the Advancement of Colored People University of Michigan College Chapter records,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168636,Archival Material,Other,Other,2021-01-01,Other,Tenure track casebook,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168209,Archival Material,Other,Other,2021-01-01,Other,2007,"College of Literature, Science and the Arts records and publications",No
"Sabo, Emily",https://hdl.handle.net/2027.42/168117,Thesis,Humanities,Other,2021-01-01,en_US,"Social Factors in the Production, Perception and Processing of Contact Varieties: Evidence from Bilingual Corpora, Nativeness Evaluations, and Real-time Processing (EEG) of Spanish-accented English",Dissertations and Theses (Ph.D. and Master's),No
"Lee, Young Eun",https://hdl.handle.net/2027.42/167926,Thesis,Social Sciences,Other,2021-01-01,en_US,The Development of Responses to Unfairness in Children,Dissertations and Theses (Ph.D. and Master's),No
"Huerta Bravo, Ignacio Jose",https://hdl.handle.net/2027.42/167999,Thesis,Humanities,Other,2021-01-01,en_US,"Fascism, Populism and Common Sense in Spain: La Gaceta Literaria, La Conquista del Estado, F.E. y Vertice (1927-1939)",Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169121,Archival Material,Other,Other,2021-01-01,Other,"Zeta Phi Beta, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Michigan Medicine. Volunteer Services.,https://hdl.handle.net/2027.42/167277,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 2,Michigan Medicine (University of Michigan) publications,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168599,Archival Material,Other,Other,2021-01-01,Other,Clinical track casebooks,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168917,Archival Material,Other,Other,2021-01-01,Other,Mellon Foundation,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169062,Archival Material,Other,Other,2021-01-01,Other,"Arab Student Association, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Jalihal, Ameya",https://hdl.handle.net/2027.42/168104,Thesis,Science,Other,2021-01-01,en_US,To Find and to Form: Cellular Strategies for Intracellular Target Search and Higher-Order Assembly,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168915,Archival Material,Other,Other,2021-01-01,Other,Lecturers’ Employee Organization (LEO),"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168834,Archival Material,Other,Other,2021-01-01,Other,"Awards and Fellowships, General","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168999,Archival Material,Other,Other,2021-01-01,Other,"Division of Student Affairs (DSA) Information, 2009-2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169112,Archival Material,Other,Other,2021-01-01,Other,"Taiwan Student Association, circa 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169022,Archival Material,Other,Other,2021-01-01,Other,"Revisions, 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168201,Archival Material,Other,Other,2021-01-01,Other,2015,"College of Literature, Science and the Arts records and publications",No
"Tolbert, Audrey",https://hdl.handle.net/2027.42/168013,Thesis,Science,Other,2021-01-01,en_US,Fully Selective Pb(II) Templated Heterotrimeric Redox and Hydrolytic Metalloenzymes,Dissertations and Theses (Ph.D. and Master's),No
"Chao, Yan-Cheng",https://hdl.handle.net/2027.42/167925,Thesis,Science,Other,2021-01-01,en_US,"Estimation Methods and Clinical Trial Design in Small n, Sequential, Multiple-Assignment, Randomized Trials",Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168581,Archival Material,Other,Other,2021-01-01,Other,Research track casebooks,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168611,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168869,Archival Material,Other,Other,2021-01-01,Other,Astronomy,"College of Literature, Science and the Arts records and publications",No
"Fishback, Ian",https://hdl.handle.net/2027.42/167936,Thesis,Humanities,Other,2021-01-01,en_US,Method and the Morality of War,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168801,Archival Material,Other,Other,2021-01-01,Other,Communication Studies,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Department of Family Medicine.,https://hdl.handle.net/2027.42/167283,Archival Material,Other,Other,2021-01-01,Other,Disc 2 of 2,Department of Family Medicine (University of Michigan) records,No
"Lambrecht, Nathalie",https://hdl.handle.net/2027.42/167991,Thesis,Health Sciences,Other,2021-01-01,en_US,Understanding the Role of Livestock Ownership on Anemia among Young Children in Ghana,Dissertations and Theses (Ph.D. and Master's),No
"Kemper, Joseph",https://hdl.handle.net/2027.42/167967,Thesis,Arts,Other,2021-01-01,en_US,"Three Portraits of Choral Repertoire: Evolutions of Choral Music, Frank Martin Mass for Double Choir, and Ted Hearne Sound from the Bench",Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168639,Archival Material,Other,Other,2021-01-01,Other,"College of Education, Health, and Human Services (CEHHS) instructional casebooks",University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168960,Archival Material,Other,Other,2021-01-01,Other,"Hispanic Heritage Month and Latino Heritage Month, circa 2011-2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169118,Archival Material,Other,Other,2021-01-01,Other,"Vietnam Student Association, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167317,Archival Material,Other,Other,2021-01-01,Other,Disc 3 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Pi, Yibo",https://hdl.handle.net/2027.42/168012,Thesis,Engineering,Other,2021-01-01,en_US,Evaluating and Improving Internet Load Balancing with Large-Scale Latency Measurements,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168871,Archival Material,Other,Other,2021-01-01,Other,Biological Station,"College of Literature, Science and the Arts records and publications",No
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167585,Archival Material,Other,Other,2021-01-01,Other,Transcript,Russell M. Magnaghi collection,No
"Speth, Kelly",https://hdl.handle.net/2027.42/167903,Thesis,Science,Other,2021-01-01,en_US,Developing New Statistical Methods for Challenges in Evaluating Dynamic Treatment Regimes,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168683,Archival Material,Other,Other,2021-01-01,Other,"Interdisciplinary Program in Classical Art and Archaeology (IPCAA) External Review, 1996","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169084,Archival Material,Other,Other,2021-01-01,Other,"Michigan Proud Allied Wolverines Conference Planning Team, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169086,Archival Material,Other,Other,2021-01-01,Other,"Muslim Medical Students Association, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168997,Archival Material,Other,Other,2021-01-01,Other,"Templates, undated",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Cote, Jessica",https://hdl.handle.net/2027.42/168130,Thesis,Health Sciences,Other,2021-01-01,en_US,The Brain-Specific Alternatively Spliced Isoforms of Adapter Protein SH2B1 Regulate Energy Balance and Neuronal Morphology and Function,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168817,Archival Material,Other,Other,2021-01-01,Other,"Molecular, Cellular, and Developmental Biology","College of Literature, Science and the Arts records and publications",No
Construction Innovation Forum.,https://hdl.handle.net/2027.42/167689,Archival Material,Other,Other,2021-01-01,Other,"NOVA Award Nominations and Investigation Reports, 1990-2006",Construction Innovation Forum Records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168946,Archival Material,Other,Other,2021-01-01,Other,"Assessment and Evaluation, circa 2008-2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
Center for Automotive Research,https://hdl.handle.net/2027.42/167191,Archival Material,Other,Other,2021-01-01,Other,"Bylaws, Revised, 2016",Center for Automotive Research records,No
"Ray, R.D. et al.",https://hdl.handle.net/2027.42/168541,Article,Science,Ann Arbor,2021-01-01,en_US,The problematic psi1 ocean tide,"Earth and Environmental Sciences, Department of",Yes
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169040,Archival Material,Other,Other,2021-01-01,Other,"Here Earning A Destiny Through Honesty and Eagerness and Determination of Self (HEADS), circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168680,Archival Material,Other,Other,2021-01-01,Other,"Geological Sciences External Review, 1995-1996","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168657,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168780,Archival Material,Other,Other,2021-01-01,Other,Salaries,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168934,Archival Material,Other,Other,2021-01-01,Other,"Booklet, 2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168727,Archival Material,Other,Other,2021-01-01,Other,"Science Learning Center Advisory Committee, 1993","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168947,Archival Material,Other,Other,2021-01-01,Other,"Black History 101 Mobile Museum, circa 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169074,Archival Material,Other,Other,2021-01-01,Other,"Interfaith Council for Peace and Justice, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168606,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167319,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 2,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169193,Archival Material,Other,Other,2021-01-01,Other,"Disc 3 of 3, 2003-2004",Student Advocacy Center of Michigan records,No
University of Michigan. Program in Conflict Management Alternatives.,https://hdl.handle.net/2027.42/167265,Archival Material,Other,Other,2021-01-01,Other,Disk 1 of 4,Program in Conflict Management Alternatives (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169096,Archival Material,Other,Other,2021-01-01,Other,"Phi Beta Sigma Fraternity Inc, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168202,Archival Material,Other,Other,2021-01-01,Other,Fall 2014,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167164,Archival Material,Other,Other,2021-01-01,Other,Disk 1 of 4,Dance Gallery Foundation records,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168183,Archival Material,Other,Other,2021-01-01,Other,"Correspondence (Digital), 1860-1861","Palmer Family (Pontiac, Mich.) papers",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168625,Archival Material,Other,Other,2021-01-01,Other,Clinical track casebook,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168658,Archival Material,Other,Other,2021-01-01,Other,Casebooks,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169137,Archival Material,Other,Other,2021-01-01,Other,"rXs, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167324,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167679,Archival Material,Other,Other,2021-01-01,Other,"Picnic, 2005-2006",Sherwin T. Wine papers,No
"Dejonge, Peter",https://hdl.handle.net/2027.42/167998,Thesis,Health Sciences,Other,2021-01-01,en_US,"Using Prospective Illness Surveillance Data to Quantify, Characterize, and Mitigate the Risk of Childcare-Associated Respiratory Disease",Dissertations and Theses (Ph.D. and Master's),No
"Paranjape, Shruti",https://hdl.handle.net/2027.42/168100,Thesis,Science,Other,2021-01-01,en_US,Bootstrapping Scattering Amplitudes in Effective Field Theories,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169011,Archival Material,Other,Other,2021-01-01,Other,"Trotter Community Festival (TCF), 2009-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169098,Archival Material,Other,Other,2021-01-01,Other,"Political Scientists of Color (PSOC), 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168194,Archival Material,Other,Other,2021-01-01,Other,"Correspondence (Digital), 1861-1882 (intermittent)","Palmer Family (Pontiac, Mich.) papers",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168971,Archival Material,Other,Other,2021-01-01,Other,"My Workshops Facilitations, 2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168181,Archival Material,Other,Other,2021-01-01,Other,"Photographs (Digital), circa 1850-1959 and undated (intermittent)","Palmer Family (Pontiac, Mich.) papers",No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167315,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Jondahl, Lynn",https://hdl.handle.net/2027.42/167185,Archival Material,Other,Other,2021-01-01,Other,"Activities, circa 1997-2000",Lynn Jondahl papers,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168913,Archival Material,Other,Other,2021-01-01,Other,"Information Technology, LSA","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168841,Archival Material,Other,Other,2021-01-01,Other,Development (Advancement),"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168881,Archival Material,Other,Other,2021-01-01,Other,History,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Michigan Medicine. Volunteer Services.,https://hdl.handle.net/2027.42/167269,Archival Material,Other,Other,2021-01-01,Other,"Picture the Difference You Make, April 10, 2005",Michigan Medicine (University of Michigan) publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169063,Archival Material,Other,Other,2021-01-01,Other,"Black Volunteer Network, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168733,Archival Material,Other,Other,2021-01-01,Other,"Biophysics, Program in","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168609,Archival Material,Other,Other,2021-01-01,Other,Clinical track casebooks,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169052,Archival Material,Other,Other,2021-01-01,Other,"Youth Hope Organization, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168206,Archival Material,Other,Other,2021-01-01,Other,2010,"College of Literature, Science and the Arts records and publications",No
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167668,Archival Material,Other,Other,2021-01-01,Other,2006 Festival Entries,Huron River Watershed Council Records,No
"Rusche, Joana",https://hdl.handle.net/2027.42/167977,Thesis,Arts,Other,2021-01-01,en_US,Summary of Dissertation Recitals: Notes on Three Performances,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168953,Archival Material,Other,Other,2021-01-01,Other,"Day of Change, circa 2008-2009, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168784,Archival Material,Other,Other,2021-01-01,Other,Student Recruitment,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169095,Archival Material,Other,Other,2021-01-01,Other,"Persian Students Association, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168591,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167329,Archival Material,Other,Other,2021-01-01,Other,"Neidhardt, Fred, May 2007",Center for the History of Medicine (University of Michigan) Oral History Interviews,No
General Television Network.,https://hdl.handle.net/2027.42/167172,Archival Material,Other,Other,2021-01-01,Other,General Television Network Historical Commercials,General Television Network records,No
"Miller, Jared",https://hdl.handle.net/2027.42/167240,Thesis,Other,Other,2021-01-01,en_US,Evaluation of Direct Search Algorithms to Trajectory Optimization for a Perpetually Flying Fixed-Wing Solar UAV Providing Network Coverage,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168744,Archival Material,Other,Other,2021-01-01,Other,Sociology,"College of Literature, Science and the Arts records and publications",No
"Li, Nan",https://hdl.handle.net/2027.42/167992,Thesis,Engineering,Other,2021-01-01,en_US,Game-Theoretic and Set-Based Methods for Safe Autonomous Vehicles on Shared Roads,Dissertations and Theses (Ph.D. and Master's),No
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169185,Archival Material,Other,Other,2021-01-01,Other,"Correspondence with Foundations and Administrative Documents, 1999",Student Advocacy Center of Michigan records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168914,Archival Material,Other,Other,2021-01-01,Other,Key Administrators,"College of Literature, Science and the Arts records and publications",No
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169186,Archival Material,Other,Other,2021-01-01,Other,"Correspondence, Retainer Agreement, Mission Statement, and Photographs of Fire Damage, 2002",Student Advocacy Center of Michigan records,No
"University of Michigan. School of Music, Theatre & Dance.",https://hdl.handle.net/2027.42/167628,Archival Material,Other,Other,2021-01-01,Other,"Spring Festival Playlist, circa 2017","School of Music, Theatre and Dance (University of Michigan) Records and Publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169127,Archival Material,Other,Other,2021-01-01,Other,"eRACism, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167316,Archival Material,Other,Other,2021-01-01,Other,Disc 2 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Rosen, Stephanie S.",https://hdl.handle.net/2027.42/168210,Book chapter,Social Sciences,Ann Arbor,2021-01-01,en_US,Caring Work: Reflections on Care and Librarianship,Library (University of Michigan Library),No
"Shen, Qicang",https://hdl.handle.net/2027.42/168050,Thesis,Engineering,Other,2021-01-01,en_US,Robust and Efficient Methods in Transient Whole-Core Neutron Transport Calculations,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168969,Archival Material,Other,Other,2021-01-01,Other,"MESA Trotter Publicity and Website, circa 2009-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
Michigan Environmental Council.,https://hdl.handle.net/2027.42/167392,Archival Material,Other,Other,2021-01-01,Other,"Campaign for Michigan's Environment Document and Press Release, 2000",Michigan Environmental Council Records,No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167157,Archival Material,Other,Other,2021-01-01,Other,"Disk 3 of 9, 2000",Dance Gallery Foundation records,No
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167676,Archival Material,Other,Other,2021-01-01,Other,"Disk 2 of 2, 2004",Sherwin T. Wine papers,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168862,Archival Material,Other,Other,2021-01-01,Other,"Student Academic Affairs, Office of","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168635,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168760,Archival Material,Other,Other,2021-01-01,Other,Executive Committee,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168854,Archival Material,Other,Other,2021-01-01,Other,Key Administrators,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169103,Archival Material,Other,Other,2021-01-01,Other,"SERVE at the Ginsberg Center, 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167305,Archival Material,Other,Other,2021-01-01,Other,"Bartlett, Robert, May 1, 2007",Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168789,Archival Material,Other,Other,2021-01-01,Other,Afroamerican and African Studies (DAAS),"College of Literature, Science and the Arts records and publications",No
University of Michigan. Program in Conflict Management Alternatives.,https://hdl.handle.net/2027.42/167266,Archival Material,Other,Other,2021-01-01,Other,Disk 4 of 4,Program in Conflict Management Alternatives (University of Michigan) records,No
"Zhai, Chengwei",https://hdl.handle.net/2027.42/167902,Thesis,Engineering,Other,2021-01-01,en_US,Simulating Long-Term and Short-Term Community and Infrastructure Vulnerability and Response to Natural Hazards,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Executive Vice President for Medical Affairs.,https://hdl.handle.net/2027.42/169171,Archival Material,Other,Other,2021-01-01,Other,"Digital Materials, October 14, 2005",Executive Vice President for Medical Affairs (University of Michigan) records,No
