author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
"Goodyear-Smith, Felicity",https://hdl.handle.net/2027.42/166590,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID-19 New Zealand Primary Care Survey, series 1-4",COVID-19: Annals of Family Medicine,No
"Douglas, Kirsty",https://hdl.handle.net/2027.42/166588,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID Clinician Survey Summary (Australia), series 5-8",COVID-19: Annals of Family Medicine,No
"Goodyear-Smith, Felicity",https://hdl.handle.net/2027.42/166592,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID-19 New Zealand Primary Care Survey, series 5-8",COVID-19: Annals of Family Medicine,No
"Seco, Jose R.",https://hdl.handle.net/2027.42/166596,Poster,Health Sciences,Ann Arbor,2021-03-22,en_US,Clinical Usefulness Of Sars-Cov-2 Rapid Antigen Tests In Adults During High Prevalence Community Outbreaks,COVID-19: Annals of Family Medicine,No
"Zhang, Hui",https://hdl.handle.net/2027.42/167607,Article,Social Sciences,Ann Arbor,2021-03-18,en_US,A Brief Online Mindfulness-Based Group Intervention for Psychological Distress Among Chinese Residents During COVID-19: a Pilot Randomized Controlled Trial,"Social Work, School of (SSW)",Yes
"JUNHAN, KIM",https://hdl.handle.net/2027.42/166481,Conference Paper,Social Sciences,Ann Arbor,2021-03-16,en_US,Trustworthy Conversational Agent Design for African Americans with Chronic Conditions during COVID-19,"Information, School of (SI)",Yes
"Roberts, Leslee",https://hdl.handle.net/2027.42/166482,Preprint,Health Sciences,Ann Arbor,2021-03-16,en_US,Integrating General Practice into the Australian COVID-19 response: A description of the GP Respiratory Clinic program in Australia,COVID-19: Annals of Family Medicine,No
"Rutledge, Kwesi",https://hdl.handle.net/2027.42/166479,Conference Paper,Engineering,Ann Arbor,2021-03-15,en_US,Compositional Safety Rules for Inter-Triggering Hybrid Automata,"Electrical Engineering and Computer Science, Department of (EECS)",Yes
"Lipman, Paula Darby",https://hdl.handle.net/2027.42/166477,Archival Material,Health Sciences,Ann Arbor,2021-03-13,en_US,"Understanding Paramedic, Trial Network, and Patient’s Family Experiences in Emergency Research Clinical Trials",Emergency Medicine,No
"Silbergleit, Robert",https://hdl.handle.net/2027.42/166478,Archival Material,Health Sciences,Ann Arbor,2021-03-13,en_US,"Model Operational Procedures for the Implementation and Review of NIH Sponsored Multicenter Clinical Trials with Exception from Informed Consent (EFIC) for Emergency Research, Version 1 - January 2021",Emergency Medicine,No
"Ramos, Marlon D.",https://hdl.handle.net/2027.42/167720,Article,Science,Ann Arbor,2021-03-05,en_US,Assessing Margin-wide Rupture Behavior along hte Cascadia Megathrust using 3-D Dynamic Rupture Simulations,"Earth and Environmental Sciences, Department of",No
"Zhang, Anao",https://hdl.handle.net/2027.42/167608,Article,Social Sciences,Ann Arbor,2021-03-03,en_US,"Psychosocial, behavioral, and supportive interventions for pediatric, adolescent, and young adult cancer survivors: a systematic review and meta-analysis","Social Work, School of (SSW)",Yes
"Malani, Preeti",https://hdl.handle.net/2027.42/166322,Other,Other,Ann Arbor,2021-03-02,en_US,National Poll on Healthy Aging: Hearing Loss Among Older Adults - Screening and Testing,Institute for Healthcare Policy & Innovation (IHPI),No
"Etz, Rebecca",https://hdl.handle.net/2027.42/166450,Preprint,Health Sciences,Ann Arbor,2021-03-02,en_US,"Quick Covid-19 Primary Care Survey, Series 26",COVID-19: Annals of Family Medicine,No
"Bian, Zhangxing",https://hdl.handle.net/2027.42/166324,Working Paper,Health Sciences,Ann Arbor,2021-03-02,en_US,Validation of a Robust Method for Quantification of Three-Dimensional Growth of the Thoracic Aorta Using Deformable Image Registration,"Radiology, Department of",No
"Burris, Nicholas",https://hdl.handle.net/2027.42/166323,Working Paper,Health Sciences,Ann Arbor,2021-03-02,en_US,Vascular Deformation Mapping for CT Surveillance of Thoracic Aortic Aneurysm Growth,"Radiology, Department of",No
"Gagliardi, Kristin",https://hdl.handle.net/2027.42/166320,Preprint,Health Sciences,Ann Arbor,2021-03-01,en_US,Counterproductive Messaging About COVID-19 Safety Measures in Cancer Screening Outreach: Results of a Pragmatic Randomized Trial,COVID-19: Annals of Family Medicine,No
"Haimson, Oliver L.",https://hdl.handle.net/2027.42/168410,Book chapter,Social Sciences,Ann Arbor,2021-03-01,en_US,Online Communities,"Information, School of (SI)",No
"Lakshmanan, Sridhar",https://hdl.handle.net/2027.42/166585,Technical Report,Engineering,Ann Arbor,2021-03-01,Other,Reliable V2V Communication Networks: Applications in Fuel-Efficient Platooning,"Electrical and Computer Engineering, Department of (UM-Dearborn)",No
"Ayoub, Jackie",https://hdl.handle.net/2027.42/166319,Article,Other,Dearborn,2021-02-28,en_US,Combat COVID-19 Infodemic Using Explainable Natural Language Processing Models,"Industrial and Manufacturing Systems Engineering (IMSE, UM-Dearborn)",Yes
"Markel, Howard",https://hdl.handle.net/2027.42/166461,Article,Other,Ann Arbor,2021-02-27,en_US,How a Medical Student Helped Discover Lifesaving Insulin,"History of Medicine, The Center for the",No
"Suorsa-Johnson, Kristina",https://hdl.handle.net/2027.42/166318,Article,Health Sciences,Ann Arbor,2021-02-24,en_US,How is Psychosocial Adaptation and Cognitive Function Assessed in Differences/Disorders of Sex Development? A Scoping Review Protocol.,"Pediatrics and Communicable Diseases, Department of",No
"Cameron, Christopher",https://hdl.handle.net/2027.42/166317,Preprint,Health Sciences,Ann Arbor,2021-02-23,en_US,BUILDING AND SUSTAINING VIRTUAL PATIENT MEDICAL HOMES DURING THE COVID-19 PANDEMIC,COVID-19: Annals of Family Medicine,No
"Himle, Joseph",https://hdl.handle.net/2027.42/167609,Article,Social Sciences,Ann Arbor,2021-02-20,en_US,Digital mental health interventions for depression,"Social Work, School of (SSW)",Yes
"Welzenbach, Rebecca",https://hdl.handle.net/2027.42/166463,Presentation,Social Sciences,Ann Arbor,2021-02-18,en_US,Research Impact and Your Work (SI 710 Winter 2021),Library (University of Michigan Library),No
"McKee, Michael",https://hdl.handle.net/2027.42/166308,Preprint,Health Sciences,Ann Arbor,2021-02-17,en_US,Guidelines for Accessible COVID-19 Testing & Vaccination Sites,COVID-19: Annals of Family Medicine,No
"McNally, James",https://hdl.handle.net/2027.42/166306,Presentation,Other,Ann Arbor,2021-02-15,en_US,COVID-19 Data Resources and Research: Measures of its Impact in the United States,Inter-university Consortium for Political and Social Research (ICPSR),No
"Robert, Lionel + ""Jr""",https://hdl.handle.net/2027.42/166303,Conference Paper,Social Sciences,Ann Arbor,2021-02-11,en_US,A Measurement of Attitude toward Working with Robots (AWRO): A Compare and Contrast Study of AWRO with Negative Attitude toward Robots (NARS),"Information, School of (SI)",Yes
"Wigginton, Nicholas",https://hdl.handle.net/2027.42/168211,Working Paper,Other,Ann Arbor,2021-02-11,en_US,Managing internal nomination and peer review processes to reduce bias,Office of the Vice President for Research (OVPR),No
"Etz, Rebecca",https://hdl.handle.net/2027.42/166302,Preprint,Other,Ann Arbor,2021-02-10,en_US,"Quick Covid-19 Primary Care Survey, Series 25",COVID-19: Annals of Family Medicine,No
"Levenstein, Margaret",https://hdl.handle.net/2027.42/166304,Other,Social Sciences,Ann Arbor,2021-02-09,en_US,"ICPSR Comment in response to Federal Register notice ""Comments for the Advisory Committee on Data for Evidence Building""",Inter-university Consortium for Political and Social Research (ICPSR),No
"Irvin, Zoe",https://hdl.handle.net/2027.42/166296,Thesis,Social Sciences,Dearborn,2021-02-08,en_US,Interpersonal coaching styles and attachment status in athletes:The relationship between the athlete and the coach as an attachment figure,"Psychology, Department of (UM-Dearborn)",No
"Zhang, Qiaoning",https://hdl.handle.net/2027.42/166295,Article,Social Sciences,Ann Arbor,2021-02-05,en_US,Driver’s Age and Automated Vehicle Explanations,"Information, School of (SI)",Yes
"Kawar, Leila",https://hdl.handle.net/2027.42/167553,Book chapter,Humanities,Ann Arbor,2021-02-04,en_US,Contesting migration governance through legal mobilization,"American Culture, Department of",No
"Esterwood, Connor",https://doi.org/10.1080/10447318.2021.1886485,Article,Social Sciences,Ann Arbor,2021-02-03,en_US,Barriers to AV Bus Acceptance: A U.S. National Survey and Research Agenda,"Information, School of (SI)",Yes
"Moldwin, Mark",https://hdl.handle.net/2027.42/166102,Dataset,Science,Ann Arbor,2021-02-03,en_US,Solar and Space Physics Decadal Survey AIP Demographic Study Results,"Climate and Space Sciences and Engineering, Department of",No
"Malani, Preeti",https://hdl.handle.net/2027.42/166095,Other,Health Sciences,Ann Arbor,2021-02-03,en_US,National Poll on Healthy Aging: At Home and in the Neighborhood During the COVID-19 Pandemic,Institute for Healthcare Policy & Innovation (IHPI),No
"Hess, Benjamin",https://hdl.handle.net/2027.42/166093,Technical Report,Science,Ann Arbor,2021-02-02,en_US,2019 University of Michigan Herbarium (MICH) and University of Michigan Museum of Zoology (UMMZ) Annual Report,"Ecology and Evolutionary Biology, Department of (EEB)",No
"Brennan, Ellen",https://hdl.handle.net/2027.42/166089,Learning Object,Health Sciences,Ann Arbor,2021-02-01,en_US,The Genre STEM Switch Guide,"Otolaryngology, Department of",Yes
"Brennan, Ellen",https://hdl.handle.net/2027.42/166090,Learning Object,Health Sciences,Ann Arbor,2021-02-01,en_US,Science Through Storytelling,"Otolaryngology, Department of",Yes
"Molnar, Lisa J.",https://hdl.handle.net/2027.42/166094,Technical Report,Engineering,Other,2021-02-01,Other,"Guidelines for Development of Evidence-Based Countermeasures for Risky Driving - Final Technical Report, Volume 2",Transportation Research Institute (UMTRI),No
"Knapp, David",https://hdl.handle.net/2027.42/168229,Working Paper,Social Sciences,Ann Arbor,2021-02-01,en_US,Public Pension Design and Household Retirement Decisions: A Comparison of the United States and Germany,"Retirement and Disability Research Center, Michigan (MRDRC)",No
"Westfall, John",https://hdl.handle.net/2027.42/166088,Preprint,Health Sciences,Ann Arbor,2021-01-29,en_US,Primary Care's Historic Role in Vaccination and Potential Role in COVID-19 Immunization Programs,COVID-19: Annals of Family Medicine,No
"Osmanlliu, Esli",https://hdl.handle.net/2027.42/166083,Preprint,Health Sciences,Ann Arbor,2021-01-27,en_US,Health and healthcare disparities associated with the digital divide,COVID-19: Annals of Family Medicine,No
"Zhou, Feng",https://hdl.handle.net/2027.42/166081,Article,Engineering,Dearborn,2021-01-26,en_US,Predicting Driver Fatigue in Automated Driving with Explainability,"Industrial and Manufacturing Systems Engineering (IMSE, UM-Dearborn)",No
"Zucchelli, Giovanni",https://hdl.handle.net/2027.42/169153,Article,Health Sciences,Ann Arbor,2021-01-26,en_US,Implant soft tissue Dehiscence coverage Esthetic Score (IDES): A pilot within- and between-rater analysis of consistency in objective and subjective scores,"Dentistry, School of",Yes
"Haimson, Oliver L.",https://hdl.handle.net/2027.42/167011,Article,Social Sciences,Ann Arbor,2021-01-23,en_US,"The major life events taxonomy: Social readjustment, social media information sharing, and online network separation during times of life transition","Information, School of (SI)",Yes
"Markel, Howard",https://hdl.handle.net/2027.42/166460,Article,Other,Ann Arbor,2021-01-23,en_US,The Day Marie Curie Got Snubbed by the French Science World,"History of Medicine, The Center for the",No
"ESTERWOOD, CONNOR",https://doi.org/10.1145/3411764.3445542,Conference Paper,Social Sciences,Ann Arbor,2021-01-20,en_US,A Meta-Analysis of Human Personality and Robot Acceptance in Human-Robot Interaction,"Information, School of (SI)",Yes
"Vidal-Liengo, Sergio",https://hdl.handle.net/2027.42/166313,Article,Other,Ann Arbor,2021-01-16,en_US,Global Magnetosphere Response to Solar Wind Dynamic Pressure Pulses During Northward IMF Using the Heliophysics System Observatory,"Climate and Space Sciences and Engineering, Department of",Yes
"Esterwood, Connor",https://hdl.handle.net/2027.42/165332,Article,Social Sciences,Ann Arbor,2021-01-16,en_US,Robots and COVID-19: Re-imagining Human–Robot Collaborative Work in Terms of Reducing Risks to Essential Workers,"Information, School of (SI)",Yes
"Carruthers, Matthew",https://hdl.handle.net/2027.42/165328,Presentation,Social Sciences,Ann Arbor,2021-01-14,en_US,Metadata for Research Data,Library (University of Michigan Library),No
"Carruthers, Matthew",https://hdl.handle.net/2027.42/165329,Presentation,Social Sciences,Ann Arbor,2021-01-14,en_US,Introduction to OpenRefine,Library (University of Michigan Library),No
"Azevedo-Sa, Hebert",https://hdl.handle.net/2027.42/164968,Conference Paper,Social Sciences,Ann Arbor,2021-01-10,en_US,Handling Trust Between Drivers and Automated Vehicles for Improved Collaboration,"Information, School of (SI)",Yes
"Zawideh, Caitlyn",https://hdl.handle.net/2027.42/168403,Project,Social Sciences,Ann Arbor,2021-01-10,en_US,Do You Know Who You Are?,Library Undergraduate Research Award,No
"Liang, Ting-Peng",https://hdl.handle.net/2027.42/164967,Article,Social Sciences,Ann Arbor,2021-01-09,en_US,Artificial Intelligence and Robots in Individuals’ lives: How to Align Technological Possibilities and Ethical Issues,"Information, School of (SI)",Yes
